"user_id","nickname","codi_postal","genere","rang_edat","nivell_estudis","prfinal0","prfinal1","prfinal2","prfinal3","prfinal4","prfinal5","prfinal6","prfinal7","prfinal8","prfinal9","prfinal10","prfinal11","prfinal12","prfinal13","data_creacio","data_finalitzacio","acabat","data_registre","diners_inicials","diners_actuals","check_1","check_2","check_3","partida_id","is_robot","num_jugador","prfinal14","prfinal15","guany_final","num_seleccions","sorteig"
86,"Et","08014","d",54,"r6","","r3","r1","r2","r2","r2","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 15:36:45.602569","2015-12-12 15:49:44.546641",1,"2015-12-12 15:39:56.713999",40,11,"true","false","false",15,0,2,"r2","r1",11,10,1
87,"Pq","08755","h",17,"r2","","r1","r2","r2","r2","r2","r2","r3","r3","r3","r2","r3","r1","r4","2015-12-12 15:36:47.167877","2015-12-12 15:48:41.509670",1,"2015-12-12 15:37:40.830386",40,22,"true","false","false",14,0,4,"r3","r3",22,10,1
88,"Thornton","08024","h",42,"r6","","r1","r1","r2","r2","r1","r3","r1","r2","r3","r2","r3","r3","r2","2015-12-12 15:37:44.183545","2015-12-12 15:56:39.935928",1,"2015-12-12 15:43:42.558743",40,7,"true","false","false",16,0,4,"r3","r3",7,10,1
89,"Lo u","08027","h",47,"r6","","r1","r3","r2","r2","r3","r1","r1","r1","r2","r2","r3","r3","r2","2015-12-12 15:37:49.899501","2015-12-12 15:49:58.266422",1,"2015-12-12 15:40:27.798950",40,24,"true","false","false",15,0,3,"r2","r2",24,10,1
90,"Andreu00","08027","h",15,"r3","","r1","r1","r2","r3","r3","r2","r1","r1","r1","r2","r3","r3","r2","2015-12-12 15:37:59.101861","2015-12-12 15:50:22.024235",1,"2015-12-12 15:40:47.357038",40,17,"true","false","false",15,0,1,"r1","r2",17,10,1
91,"Max","08027","h",13,"r3","","r1","r1","r2","r3","r2","r1","r1","r1","r2","r2","r4","r3","r2","2015-12-12 15:38:09.578652","2015-12-12 15:50:30.098652",1,"2015-12-12 15:41:54.345494",40,29,"true","false","false",15,0,6,"r2","r2",29,10,1
92,"Brahmán","08184","h",13,"r2","","r1","r1","r1","r2","r1","r3","r1","r2","r1","r1","r4","r2","r4","2015-12-12 15:38:22.912249","2015-12-12 15:54:40.186958",1,"2015-12-12 15:43:09.755589",20,5,"true","false","false",16,0,6,"r4","r4",5,10,1
93,"Gema","08027","d",45,"r6","","r1","r2","r2","r2","r3","r1","r3","r1","r3","r2","r1","r3","r2","2015-12-12 15:38:41.807200","2015-12-12 15:48:56.923100",1,"2015-12-12 15:41:53.244910",40,21,"true","false","false",15,0,5,"r1","r3",21,10,1
94,"Chusa56","08870","h",59,"r6","","r3","r2","r2","r2","r2","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 15:39:26.302439","2015-12-12 15:57:50.588288",1,"2015-12-12 15:42:43.174080",40,11,"true","false","false",16,0,2,"r3","r3",11,10,1
95,"Neliel","08770","d",20,"r4","","r1","r2","r2","r1","r2","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-12 15:40:28.924262","2015-12-12 15:59:58.277962",1,"2015-12-12 15:43:19.848440",30,15,"true","false","true",16,0,1,"r2","r4",15,10,1
96,"Alf_exander","08914","h",25,"r6","","r1","r2","r2","r3","r3","r1","r2","r1","r1","r2","r1","r3","r2","2015-12-12 15:40:34.063944","2015-12-12 15:54:37.091849",1,"2015-12-12 15:43:09.430204",60,40,"true","false","true",16,0,5,"r2","r4",40,10,1
97,"Adrián ","08184","h",13,"r2","","r1","r1","r1","r4","r4","r3","r1","r2","r3","r4","r1","r4","r1","2015-12-12 15:41:48.394231","2015-12-12 15:53:34.453466",1,"2015-12-12 15:46:35.103528",50,36,"true","false","false",16,0,3,"r4","r4",36,10,1
98,"Isagonica","08003","h",41,"r6","","r1","r1","r2","r3","r3","r1","r2","r2","r1","r3","r3","r3","r2","2015-12-12 15:45:01.021093","2015-12-12 16:00:03.451872",1,"2015-12-12 15:48:07.141822",40,34,"true","false","false",17,0,4,"r1","r1",34,10,1
99,"Humberto","35010","h",56,"r5","","r1","r2","r1","r3","r3","r3","r2","r3","r3","r2","r3","r3","r2","2015-12-12 15:45:56.769649","2015-12-12 16:01:37.871080",1,"2015-12-12 15:48:21.709101",40,9,"true","false","false",17,0,3,"r1","r2",9,10,1
100,"2profesenapuros","08901","d",27,"r6","","r1","r1","r2","r4","r2","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 15:49:10.853672","2015-12-12 15:59:57.115949",1,"2015-12-12 15:50:50.400069",40,15,"true","false","false",17,0,2,"r3","r2",15,10,1
101,"2 profesé apuros","08013","d",27,"r6","","r1","r2","r2","r2","r3","r3","r3","r1","r1","r2","r1","r1","r3","2015-12-12 15:50:07.149678","2015-12-12 16:00:10.909250",1,"2015-12-12 15:52:36.013531",40,20,"true","false","false",17,0,1,"r2","r3",20,10,1
102,"Nuitdorage ","08011","h",26,"r6","","r1","r2","r2","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 15:50:33.668232","2015-12-12 16:00:42.899161",1,"2015-12-12 15:53:21.021334",40,15,"true","false","false",17,0,5,"r1","r4",15,10,1
103,"Blondelady","08760","d",21,"r4","","r1","r3","r2","r3","r3","r2","r1","r1","r2","r2","r3","r3","r2","2015-12-12 15:50:49.958947","2015-12-12 16:15:27.254021",1,"2015-12-12 15:53:54.958557",60,34,"true","false","false",18,0,4,"r1","r4",34,10,1
104,"Tortugas","08011","h",25,"r6","","r1","r2","r3","r2","r1","r1","r1","r1","r2","r2","r3","r3","r3","2015-12-12 15:51:09.628454","2015-12-12 16:01:04.999493",1,"2015-12-12 15:53:26.906924",40,20,"true","false","false",17,0,6,"r2","r4",20,10,1
105,"Fiscort","08338","h",46,"r6","","r1","r2","r2","r3","r3","r1","r1","r2","r2","r2","r3","r3","r2","2015-12-12 15:57:23.406609","2015-12-12 16:16:12.007490",1,"2015-12-12 16:01:03.126230",50,21,"true","false","false",18,0,6,"r2","r3",21,10,1
106,"Trompeta","08338","d",40,"r5","","r1","r1","r2","r3","r3","r3","r3","r1","r1","r2","r3","r3","r2","2015-12-12 15:58:10.327802","2015-12-12 16:17:17.245568",1,"2015-12-12 16:01:58.023860",30,0,"true","false","false",18,0,2,"r2","r1",0,10,1
107,"Montes","08203","h",66,"r6","","r1","r1","r2","r2","r3","r2","r1","r1","r1","r2","r1","r3","r2","2015-12-12 15:59:51.983894","2015-12-12 16:21:04.466598",1,"2015-12-12 16:03:42.850987",20,0,"true","false","false",18,0,5,"r1","r4",0,9,1
108,"Klara","08338","d",21,"r5","","r1","r2","r3","r3","r3","r3","r2","r3","r3","r1","r3","r1","r4","2015-12-12 16:06:22.473098","2015-12-12 16:15:53.053870",1,"2015-12-12 16:06:43.989124",40,4,"true","false","false",18,0,1,"r3","r4",4,10,1
109,"Jeep","08015","h",35,"r6","","r3","r2","r2","r3","r3","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-12 16:06:33.512636","2015-12-12 16:16:32.654160",1,"2015-12-12 16:09:01.160411",40,30,"true","false","false",18,0,3,"r1","r2",30,10,1
110,"Servenfe ","08026","h",27,"r6","","r1","r1","r4","r3","r3","r1","r1","r2","r2","r2","r3","r3","r2","2015-12-12 16:08:03.320687","2015-12-12 16:39:04.328944",1,"2015-12-12 16:10:12.170710",40,30,"true","false","true",19,0,6,"r1","r2",30,10,1
111,"Barrufa ","08397","d",37,"r6","","r1","r1","r1","r2","r3","r1","r1","r2","r3","r2","r3","r3","r2","2015-12-12 16:09:17.843922","2015-12-12 16:39:30.324728",1,"2015-12-12 16:12:44.160902",40,20,"true","false","false",19,0,3,"r3","r2",20,10,1
112,"Isla acá","08397","h",42,"r4","","r1","r1","r1","r1","r1","r1","r2","r1","r1","r2","r3","r3","r2","2015-12-12 16:09:57.784093","2015-12-12 16:40:55.046667",1,"2015-12-12 16:12:18.936726",40,20,"true","false","false",19,0,4,"r3","r4",20,10,1
113,"Mami","31007","d",26,"r6","","r1","r2","r1","r2","r2","r1","r1","r3","r1","r2","r1","r3","r2","2015-12-12 16:23:24.992600","2015-12-12 16:40:13.470950",1,"2015-12-12 16:26:32.790792",40,22,"true","false","false",19,0,1,"r1","r4",22,10,1
114,"Runa","08012","d",28,"r6","","r1","r2","r2","r3","r3","r1","r1","r2","r3","r2","r3","r3","r2","2015-12-12 16:26:31.649333","2015-12-12 16:41:13.399548",1,"2015-12-12 16:31:59.419705",40,11,"true","false","false",19,0,5,"r1","r4",11,10,1
115,"Pinki ","08023","h",51,"r4","","r1","r2","r2","r2","r3","r1","r1","r2","r2","r2","r1","r3","r2","2015-12-12 16:27:38.595557","2015-12-12 16:40:50.200322",1,"2015-12-12 16:30:00.595596",40,13,"true","false","false",19,0,2,"r1","r4",13,10,1
116,"Merijara","08203","d",37,"r5","","r1","r2","r1","r3","r3","r1","r2","r2","r3","r2","r3","r3","r2","2015-12-12 16:41:02.790817","2015-12-12 16:53:43.195005",1,"2015-12-12 16:45:52.590370",60,30,"true","false","false",20,0,6,"r1","r3",30,10,1
117,"Ric","08027","h",29,"r5","","r1","r1","r1","r2","r2","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-12 16:41:16.526359","2015-12-12 16:54:46.917442",1,"2015-12-12 16:46:23.230875",20,13,"true","false","false",20,0,2,"r4","r3",13,10,1
118,"Ilion","08940","h",40,"r4","","r1","r2","r1","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 16:41:34.353281","2015-12-12 16:53:39.499787",1,"2015-12-12 16:46:18.622492",50,39,"true","false","false",20,0,4,"r1","r4",39,10,1
119,"Jcbcn","08035","h",29,"r5","","r1","r1","r2","r3","r3","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-12 16:41:38.614768","2015-12-12 16:54:30.278854",1,"2015-12-12 16:45:52.567666",40,17,"true","false","false",20,0,1,"r2","r1",17,10,1
120,"tenis morra","08203","h",39,"r2","","r1","r2","r2","r3","r3","r2","r2","r2","r1","r2","r3","r3","r3","2015-12-12 16:41:54.918531","2015-12-12 16:55:35.678864",1,"2015-12-12 16:46:50.803827",40,17,"true","false","false",20,0,3,"r2","r4",17,10,1
121,"Gargariza","08005","h",43,"r6","","r1","r2","r1","r3","r3","r3","r3","r3","r3","r2","r1","r3","r2","2015-12-12 16:42:29.365838","2015-12-12 16:53:12.964918",1,"2015-12-12 16:43:35.912464",30,0,"true","false","false",20,0,5,"r1","r4",0,10,1
122,"Nur","43870","d",28,"r6","","r1","r2","r2","r3","r1","r1","r3","r1","r1","r2","r3","r3","r2","2015-12-12 16:44:29.287357","2015-12-12 16:59:40.565302",1,"2015-12-12 16:47:29.623637",40,15,"true","false","true",21,0,6,"r1","r3",15,10,1
123,"Peire ","08024","d",34,"r6","","r1","r2","r1","r3","r3","r1","r1","r1","r2","r2","r1","r3","r2","2015-12-12 16:45:36.953920","2015-12-12 17:00:11.454674",1,"2015-12-12 16:47:28.205017",40,19,"true","false","false",21,0,5,"r2","r3",19,10,1
124,"Goodworld","08031","h",29,"r3","","r1","r1","r1","r2","r2","r1","r1","r1","r2","r4","r3","r3","r2","2015-12-12 16:45:39.899340","2015-12-12 17:02:12.461846",1,"2015-12-12 16:49:45.057263",40,12,"true","false","false",21,0,4,"r3","r2",12,10,1
125,"Cris","08030","d",29,"r6","","r1","r2","r1","r3","r3","r2","r2","r2","r2","r2","r3","r3","r2","2015-12-12 16:46:43.929221","2015-12-12 17:00:45.352747",1,"2015-12-12 16:50:30.123678",40,19,"true","false","false",21,0,2,"r2","r3",19,10,1
126,"Naromi ","08020","d",24,"r6","","r1","r1","r2","r2","r2","r2","r1","r2","r1","r2","r3","r3","r2","2015-12-12 16:50:31.728168","2015-12-12 17:14:38.267614",1,"2015-12-12 16:56:05.487494",20,8,"true","false","false",22,0,1,"r1","r2",8,10,1
127,"Zidane","08022","h",27,"r6","","r1","r2","r2","r2","r2","r1","r1","r2","r1","r2","r3","r3","r2","2015-12-12 16:51:01.737708","2015-12-12 16:59:38.838962",1,"2015-12-12 16:53:02.766944",40,26,"true","false","true",21,0,1,"r1","r4",26,10,1
128,"Sisen","08005","h",24,"r6","","r2","r2","r1","r3","r3","r3","r1","r1","r1","r2","r1","r3","r2","2015-12-12 16:51:21.060841","2015-12-12 17:00:20.831366",1,"2015-12-12 16:53:30.857543",40,23,"true","false","true",21,0,3,"r1","r4",23,10,1
129,"El_Piola","08020","h",36,"r6","","r1","r2","r2","r1","r1","r2","r1","r1","r3","r2","r3","r3","r2","2015-12-12 16:52:14.739173","2015-12-12 17:15:25.103146",1,"2015-12-12 16:57:18.505792",50,25,"true","false","false",22,0,2,"r1","r3",25,10,1
130,"Alitalia","08025","d",39,"r6","","r1","r2","r2","r3","r3","r3","r1","r1","r2","r2","r3","r3","r2","2015-12-12 17:02:41.743485","2015-12-12 17:16:36.794383",1,"2015-12-12 17:05:40.998994",40,14,"true","false","false",22,0,5,"r2","r2",14,10,1
131,"Josep ","08025","h",40,"r3","","r1","r1","r1","r2","r3","r2","r1","r2","r1","r2","r3","r3","r2","2015-12-12 17:03:52.512732","2015-12-12 17:18:41.749887",1,"2015-12-12 17:06:55.126042",40,20,"true","false","false",22,0,4,"r1","r2",20,10,1
132,"Grey perdono","08026","h",13,"r2","","r1","r1","r4","r3","r3","r1","r3","r3","r2","r2","r3","r3","r4","2015-12-12 17:04:04.608336","2015-12-12 17:16:30.471626",1,"2015-12-12 17:06:50.625923",60,33,"true","false","false",22,0,6,"r1","r2",33,10,1
133,"Hule","0826","d",46,"r6","","r1","r1","r1","r3","r3","r1","r1","r1","r2","r2","r3","r3","r2","2015-12-12 17:04:34.977810","2015-12-12 17:16:29.070655",1,"2015-12-12 17:08:06.414113",30,12,"true","false","false",22,0,3,"r1","r4",12,10,1
134,"E mi","08014","h",45,"r5","","r1","r1","r2","r3","r1","r3","r2","r1","r1","r2","r3","r2","r2","2015-12-12 17:07:44.415582","2015-12-12 17:25:56.750544",1,"2015-12-12 17:09:58.574349",40,14,"true","true","true",23,0,3,"r1","r2",14,10,1
135,"Annunnaki ","08028","d",39,"r7","","r1","r1","r3","r2","r3","r3","r1","r3","r3","r2","r3","r3","r2","2015-12-12 17:07:45.202686","2015-12-12 17:26:58.343349",1,"2015-12-12 17:09:35.187819",40,8,"true","false","false",23,0,5,"r2","r4",8,10,1
136,"Aldo","08013 ","h",40,"r6","","r1","r3","r1","r2","r3","r3","r3","r2","r2","r2","r1","r3","r2","2015-12-12 17:09:07.322584","2015-12-12 17:27:31.906107",1,"2015-12-12 17:12:34.817226",40,15,"true","false","false",23,0,1,"r3","r3",15,10,1
137,"Fat","08013","d",35,"r6","","r1","r3","r1","r3","r3","r3","r3","r3","r3","r2","r3","r3","r2","2015-12-12 17:09:07.494954","2015-12-12 17:28:18.123214",1,"2015-12-12 17:12:34.841526",40,6,"true","false","true",23,0,2,"r2","r3",6,10,1
138,"Superprospe","08016","h",37,"r5","","r1","r2","r2","r2","r1","r2","r1","r1","r2","r2","r3","r2","r2","2015-12-12 17:09:39.560566","2015-12-12 17:29:49.630861",1,"2015-12-12 17:14:34.581990",40,10,"true","false","true",23,0,4,"r1","r2",10,10,1
139,"Caqui","08860","d",46,"r6","","r1","r1","r1","r2","r3","r3","r2","r1","r2","r2","r3","r3","r2","2015-12-12 17:16:20.357971","2015-12-12 17:25:56.825070",1,"2015-12-12 17:18:28.548263",40,6,"true","false","true",23,0,6,"r3","r1",6,10,1
140,"Pum","08860","h",50,"r5","","r1","r2","r1","r2","r2","r2","r2","r2","r2","r2","r1","r1","r2","2015-12-12 17:16:51.424160","2015-12-12 17:29:34.212703",1,"2015-12-12 17:19:46.787417",40,20,"true","false","true",24,0,4,"r3","r4",20,10,1
141,"Abrácelo o","08030","h",27,"r6","","r1","r2","r2","r2","r2","r1","r2","r1","r2","r2","r3","r3","r2","2015-12-12 17:17:51.750844","2015-12-12 17:29:14.431651",1,"2015-12-12 17:19:41.929519",40,28,"true","false","false",24,0,6,"r3","r3",28,10,1
142,"Burdo","08440","h",29,"r6","","r1","r1","r1","r3","r3","r1","r1","r2","r2","r2","r3","r3","r2","2015-12-12 17:18:01.211501","2015-12-12 17:30:53.451460",1,"2015-12-12 17:20:46.244344",20,10,"true","false","false",24,0,5,"r1","r3",10,10,1
143,"Churrumbelas","08440","d",27,"r6","","r1","r1","r1","r3","r3","r3","r1","r2","r2","r2","r3","r3","r2","2015-12-12 17:18:03.039407","2015-12-12 17:44:14.694483",1,"2015-12-12 17:23:32.825633",40,20,"true","false","false",25,0,4,"r1","r4",20,10,1
144,"Falconetty","08026","h",28,"r5","","r1","r2","r2","r2","r3","r3","r2","r2","r2","r2","r3","r3","r2","2015-12-12 17:18:12.915728","2015-12-12 17:30:00.734251",1,"2015-12-12 17:21:52.513834",30,6,"true","false","false",24,0,3,"r4","r4",6,10,1
145,"Ranagustavo","08014","h",36,"r4","","r1","r2","r1","r2","r3","r3","r1","r2","r1","r2","r3","r3","r2","2015-12-12 17:19:00.827921","2015-12-12 17:30:39.171367",1,"2015-12-12 17:21:22.957068",60,31,"true","false","false",24,0,1,"r3","r3",31,10,1
146,"Juliett ","08030","h",25,"r6","","r1","r1","r2","r2","r3","r3","r2","r2","r1","r2","r3","r3","r3","2015-12-12 17:19:13.410562","2015-12-12 17:31:02.369269",1,"2015-12-12 17:22:00.315537",50,22,"true","false","false",24,0,2,"r3","r2",22,10,1
147,"Geo","08030","d",30,"r3","","r1","r2","r2","r3","r3","r2","r1","r2","r1","r2","r3","r3","r2","2015-12-12 17:19:42.451517","2015-12-12 17:44:50.004314",1,"2015-12-12 17:22:56.011402",40,19,"true","false","false",25,0,5,"r1","r3",19,10,1
148,"Laura","08530","d",36,"r6","","r1","r2","r1","r3","r3","r2","r1","r2","r3","r2","r1","r3","r2","2015-12-12 17:21:20.473403","2015-12-12 17:43:29.216009",1,"2015-12-12 17:26:03.640962",40,19,"true","false","false",25,0,1,"r1","r2",19,10,1
149,"K","08530","h",37,"r6","","r1","r2","r2","r3","r3","r3","r3","r3","r3","r2","r1","r3","r2","2015-12-12 17:21:53.984848","2015-12-12 17:44:02.291509",1,"2015-12-12 17:26:06.806549",40,8,"true","false","true",25,0,2,"r1","r4",8,10,1
150,"Cribes","08191","h",46,"r6","","r1","r1","r1","r3","r3","r1","r2","r1","r2","r2","r1","r3","r2","2015-12-12 17:31:17.419254","2015-12-12 17:48:34.426150",1,"2015-12-12 17:36:36.220700",40,15,"true","false","false",26,0,4,"r1","r3",15,10,1
151,"Nuestro","08030","h",42,"r6","","r1","r2","r2","r3","r3","r1","r2","r1","r1","r1","r1","r3","r2","2015-12-12 17:31:57.732725","2015-12-12 17:43:31.215052",1,"2015-12-12 17:33:14.863992",40,19,"true","false","false",25,0,6,"r2","r2",19,10,1
152,"Victoria","08191","d",13,"r3","","r1","r2","r2","r2","r3","r2","r2","r3","r3","r2","r1","r3","r2","2015-12-12 17:31:58.448333","2015-12-12 17:42:23.315096",1,"2015-12-12 17:32:44.686167",40,18,"true","false","false",25,0,3,"r1","r4",18,10,1
153,"Eva","08191","d",45,"r5","","r1","r2","r2","r3","r3","r2","r1","r1","r1","r2","r3","r2","r3","2015-12-12 17:33:50.100222","2015-12-12 17:50:36.711405",1,"2015-12-12 17:36:25.323077",60,40,"true","false","false",26,0,3,"r1","r2",40,10,1
154,"Saca ay","08025","h",33,"r6","","r1","r2","r2","r3","r1","r2","r3","r3","r1","r2","r1","r3","r2","2015-12-12 17:36:57.592803","2015-12-12 17:50:48.758489",1,"2015-12-12 17:41:20.869266",30,10,"true","false","true",26,0,1,"r1","r2",10,10,1
155,"Andaias","08034","h",35,"r6","","r1","r2","r2","r3","r3","r1","r1","r1","r1","r2","r1","r3","r2","2015-12-12 17:37:39.398793","2015-12-12 17:50:55.894485",1,"2015-12-12 17:41:17.071802",40,20,"true","false","false",26,0,6,"r3","r4",20,10,1
156,"Pacornic ","28050","h",37,"r6","","r1","r1","r4","r3","r1","r3","r1","r1","r3","r2","r1","r4","r2","2015-12-12 17:38:34.656849","2015-12-12 17:50:43.849790",1,"2015-12-12 17:40:47.065186",50,30,"true","false","false",26,0,2,"r1","r4",30,10,1
157,"Moonesia","08922","d",39,"r6","","r1","r1","r2","r2","r2","r1","r1","r1","r1","r2","r1","r1","r2","2015-12-12 17:40:18.908152","2015-12-12 17:49:42.576249",1,"2015-12-12 17:42:10.374479",20,0,"true","false","false",26,0,5,"r3","r4",0,10,1
158,"Trinaris","08026","h",30,"r5","","r1","r2","r2","r3","r3","r1","r1","r2","r1","r2","r3","r1","r2","2015-12-12 17:41:57.691789","2015-12-12 17:58:35.035989",1,"2015-12-12 17:47:37.197910",40,11,"true","false","false",27,0,6,"r1","r3",11,10,1
159,"Justo","08015","h",30,"r3","","r1","r2","r1","r3","r3","r1","r1","r2","r1","r2","r1","r3","r2","2015-12-12 17:42:44.831684","2015-12-12 17:57:42.345451",1,"2015-12-12 17:47:27.110821",40,13,"true","false","false",27,0,1,"r1","r4",13,10,1
160,"De paso","08012","d",36,"r6","","r1","r1","r2","r3","r3","r2","r1","r2","r3","r2","r3","r3","r2","2015-12-12 17:43:06.835521","2015-12-12 17:58:08.567803",1,"2015-12-12 17:47:20.413477",40,11,"true","false","false",27,0,4,"r1","r2",11,10,1
161,"Uchiru","08027","d",28,"r5","","r3","r1","r1","r3","r3","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-12 17:43:10.494259","2015-12-12 18:03:00.250766",1,"2015-12-12 17:47:20.812770",40,22,"true","false","false",27,0,5,"r3","r2",22,10,1
162,"Electro menta","08922","d",27,"r6","","r1","r1","r2","r2","r2","r2","r1","r2","r3","r2","r3","r3","r2","2015-12-12 17:46:10.845397","2015-12-12 17:55:40.064903",1,"2015-12-12 17:48:48.239038",40,21,"true","false","false",27,0,2,"r1","r3",21,10,1
163,"Barbacoa","08924","h",27,"r5","","r1","r1","r2","r3","r3","r1","r2","r3","r2","r2","r3","r3","r2","2015-12-12 17:46:38.572184","2015-12-12 17:58:56.427623",1,"2015-12-12 17:49:38.153936",40,18,"true","false","true",27,0,3,"r3","r4",18,10,1
164,"EBV","25003","h",52,"r6","","r1","r4","r1","r3","r3","r3","r1","r2","r1","r2","r1","r3","r2","2015-12-12 17:49:52.090452","2015-12-12 18:11:48.869695",1,"2015-12-12 17:51:39.556393",40,4,"true","false","false",28,0,6,"r1","r1",4,10,1
165,"Pascual","08348","h",28,"r4","","r2","r1","r1","r1","r2","r1","r1","r2","r2","r2","r3","r2","r2","2015-12-12 17:51:33.984342","2015-12-12 18:10:33.912263",1,"2015-12-12 17:53:52.459278",50,37,"true","false","false",28,0,3,"r1","r3",37,10,1
166,"Pat","08022","d",28,"r6","","r1","r2","r2","r3","r3","r3","r1","r1","r1","r2","r3","r3","r2","2015-12-12 17:54:17.570311","2015-12-12 18:11:52.210642",1,"2015-12-12 18:00:24.658322",30,10,"true","false","false",28,0,2,"r1","r2",10,10,1
167,"Carlos","08013","h",28,"r6","","r1","r1","r2","r2","r2","r3","r1","r2","r1","r2","r3","r3","r2","2015-12-12 17:54:32.481552","2015-12-12 18:11:11.721824",1,"2015-12-12 18:00:19.569792",60,34,"true","false","true",28,0,1,"r1","r4",34,10,1
168,"Caryzoe","08906","d",44,"r6","","r1","r1","r1","r3","r3","r3","r1","r1","r1","r2","r3","r3","r2","2015-12-12 17:54:38.393909","2015-12-12 18:11:32.878581",1,"2015-12-12 17:57:42.510400",20,6,"true","false","false",28,0,4,"r1","r3",6,10,1
169,"Motzz","08440","d",28,"r6","","r1","r1","r1","r2","r4","r3","r1","r3","r2","r2","r3","r4","r2","2015-12-12 18:01:03.007053","2015-12-12 18:16:14.076217",1,"2015-12-12 18:06:22.355527",20,0,"true","false","false",29,0,2,"r1","r4",0,10,1
170,"Topete","04009","h",26,"r6","","r1","r2","r2","r3","r3","r1","r1","r1","r1","r2","r4","r3","r2","2015-12-12 18:01:34.882311","2015-12-12 18:11:32.059386",1,"2015-12-12 18:05:00.390431",40,22,"true","false","false",28,0,5,"r3","r4",22,10,1
171,"Nika","08440","d",33,"r6","","r1","r1","r1","r2","r2","r2","r1","r1","r3","r2","r3","r3","r2","2015-12-12 18:01:43.221846","2015-12-12 18:14:43.853997",1,"2015-12-12 18:06:06.814009",40,26,"true","false","false",29,0,5,"r1","r3",26,10,1
172,"Gordo pillo","04009","h",22,"r4","","r1","r2","r2","r3","r3","r1","r1","r1","r2","r2","r3","r4","r2","2015-12-12 18:02:03.302438","2015-12-12 18:15:06.356121",1,"2015-12-12 18:05:46.108607",40,18,"true","false","false",29,0,3,"r2","r4",18,10,1
173,"Ender89","04005","h",26,"r6","","r1","r2","r2","r2","r3","r2","r1","r2","r1","r2","r3","r3","r2","2015-12-12 18:02:31.599989","2015-12-12 18:15:28.370813",1,"2015-12-12 18:05:45.491451",50,25,"true","false","false",29,0,6,"r2","r2",25,10,1
174,"Beetlechusa ","04700","d",24,"r6","","r1","r2","r2","r3","r3","r2","r2","r3","r2","r2","r3","r3","r2","2015-12-12 18:02:34.620342","2015-12-12 18:16:03.983403",1,"2015-12-12 18:05:44.951939",30,17,"true","false","false",29,0,4,"r1","r4",17,10,1
175,"Rosas","08030","d",46,"r6","","r3","r1","r2","r3","r3","r2","r2","r2","r2","r2","r3","r3","r2","2015-12-12 18:05:08.675441","2015-12-12 18:16:49.315568",1,"2015-12-12 18:08:24.286733",60,30,"true","false","false",29,0,1,"r1","r2",30,10,1
176,"Dar san","08830","d",28,"r4","","r1","r1","r4","r3","r3","r2","r2","r1","r1","r2","r4","r1","r4","2015-12-13 09:56:27.773589","2015-12-13 10:12:03.787985",1,"2015-12-13 10:00:44.863328",40,10,"true","true","false",30,0,2,"r1","r3",10,10,1
177,"Xavi159","08830","h",25,"r6","","r1","r1","r1","r2","r2","r3","r2","r2","r2","r2","r3","r3","r2","2015-12-13 09:57:17.742692","2015-12-13 10:12:24.032823",1,"2015-12-13 10:00:58.941018",40,26,"true","false","true",30,0,6,"r1","r4",26,10,1
178,"Nllao","08913","d",42,"r6","","r1","r1","r2","r3","r3","r1","r2","r2","r1","r2","r3","r3","r2","2015-12-13 09:59:04.467265","2015-12-13 10:13:03.649403",1,"2015-12-13 10:01:04.185028",40,18,"true","false","false",30,0,4,"r1","r4",18,10,1
179,"Pastoral","08031","h",25,"r6","","","","","","","","","","","","","","","2015-12-13 09:59:54.486248","",0,"2015-12-13 10:04:53.727671",40,18,"true","false","false",30,0,1,"","",18,10,1
180,"Bolet22","08030","d",20,"r4","","r1","r2","r2","r3","r3","r1","r1","r1","r2","r1","r3","r3","r2","2015-12-13 10:02:29.154593","2015-12-13 10:27:54.375678",1,"2015-12-13 10:06:42.543321",50,12,"true","false","true",31,0,1,"r1","r3",12,10,1
181,"Mr.Houdini","08011","h",20,"r5","","r1","r1","r2","r3","r3","r1","r1","r3","r1","r2","r3","r3","r2","2015-12-13 10:02:52.947268","2015-12-13 10:13:20.169746",1,"2015-12-13 10:05:38.803009",40,20,"true","false","false",30,0,5,"r1","r3",20,10,1
182,"MaxArise","08020","h",41,"r5","","r1","r2","r2","r2","r2","r1","r1","r1","r1","r2","r3","r3","r2","2015-12-13 10:03:11.204980","2015-12-13 10:13:58.887959",1,"2015-12-13 10:05:43.149955",40,16,"true","false","true",30,0,3,"r1","r4",16,10,1
183,"Xgfreixer","08030","h",37,"r5","","r1","r3","r1","r2","r2","r2","r1","r1","r1","r2","r4","r3","r3","2015-12-13 10:04:26.851427","2015-12-13 10:27:48.719016",1,"2015-12-13 10:07:17.082201",20,8,"true","true","true",31,0,6,"r1","r4",8,10,1
