"id","num_ronda","bucket_inici_ronda","bucket_final_ronda","temps_inici_ronda","temps_final_ronda","partida_id","calculada"
304,4,70,56,"2015-12-13 10:22:01.538123","2015-12-13 10:22:09.140263",31,1
305,5,56,44,"2015-12-13 10:22:24.140263","2015-12-13 10:22:35.090105",31,1
306,6,44,30,"2015-12-13 10:22:50.090105","2015-12-13 10:22:53.931070",31,1
307,7,30,12,"2015-12-13 10:23:08.931070","2015-12-13 10:23:13.832961",31,1
308,8,12,-2,"2015-12-13 10:23:28.832961","2015-12-13 10:23:32.282189",31,1
309,9,-2,-6,"2015-12-13 10:23:47.282189","2015-12-13 10:23:55.873116",31,1
310,10,-6,-14,"2015-12-13 10:24:10.873116","2015-12-13 10:24:14.415998",31,1
311,1,120,102,"2015-12-13 10:30:20.344964","2015-12-13 10:30:31.157051",32,1
312,2,102,80,"2015-12-13 10:30:46.157051","2015-12-13 10:30:57.337423",32,1
313,3,80,66,"2015-12-13 10:31:12.337423","2015-12-13 10:31:22.546223",32,1
314,4,66,54,"2015-12-13 10:31:37.546223","2015-12-13 10:31:44.940828",32,1
315,5,54,36,"2015-12-13 10:31:59.940828","2015-12-13 10:32:09.826059",32,1
316,6,36,26,"2015-12-13 10:32:24.826059","2015-12-13 10:32:38.220626",32,1
317,7,26,18,"2015-12-13 10:32:53.220626","2015-12-13 10:33:07.369323",32,1
318,8,18,6,"2015-12-13 10:33:22.369323","2015-12-13 10:33:33.045242",32,1
319,9,6,-8,"2015-12-13 10:33:48.045242","2015-12-13 10:33:58.756476",32,1
320,10,-8,-12,"2015-12-13 10:34:13.756476","2015-12-13 10:34:23.232627",32,1
321,1,120,108,"2015-12-13 10:40:24.367521","2015-12-13 10:40:32.021716",33,1
322,2,108,94,"2015-12-13 10:40:47.021716","2015-12-13 10:40:55.895148",33,1
323,3,94,78,"2015-12-13 10:41:10.895148","2015-12-13 10:41:15.360969",33,1
324,4,78,68,"2015-12-13 10:41:30.360969","2015-12-13 10:41:34.433071",33,1
325,5,68,56,"2015-12-13 10:41:49.433071","2015-12-13 10:41:54.839831",33,1
326,6,56,46,"2015-12-13 10:42:09.839831","2015-12-13 10:42:13.103017",33,1
327,7,46,32,"2015-12-13 10:42:28.103017","2015-12-13 10:42:30.841058",33,1
328,8,32,18,"2015-12-13 10:42:45.841058","2015-12-13 10:42:48.303448",33,1
329,9,18,4,"2015-12-13 10:43:03.303448","2015-12-13 10:43:06.563077",33,1
330,10,4,-4,"2015-12-13 10:43:21.563077","2015-12-13 10:43:25.638978",33,1
331,1,120,102,"2015-12-13 10:47:25.870289","2015-12-13 10:47:38.930052",34,1
332,2,102,86,"2015-12-13 10:47:53.930052","2015-12-13 10:48:11.505882",34,1
333,3,86,70,"2015-12-13 10:48:26.505882","2015-12-13 10:48:40.354736",34,1
334,4,70,54,"2015-12-13 10:48:55.354736","2015-12-13 10:49:03.662295",34,1
335,5,54,40,"2015-12-13 10:49:18.662295","2015-12-13 10:49:29.553890",34,1
336,6,40,22,"2015-12-13 10:49:44.553890","2015-12-13 10:49:48.768679",34,1
337,7,22,12,"2015-12-13 10:50:03.768679","2015-12-13 10:50:08.825556",34,1
338,8,12,6,"2015-12-13 10:50:23.825556","2015-12-13 10:50:30.422688",34,1
339,9,6,2,"2015-12-13 10:50:45.422688","2015-12-13 10:50:54.062676",34,1
340,10,2,-10,"2015-12-13 10:51:09.062676","2015-12-13 10:51:20.089235",34,1
341,1,120,102,"2015-12-13 11:00:24.936586","2015-12-13 11:00:34.616758",35,1
342,2,102,86,"2015-12-13 11:00:49.616758","2015-12-13 11:01:01.181087",35,1
343,3,86,72,"2015-12-13 11:01:16.181087","2015-12-13 11:01:25.834448",35,1
344,4,72,58,"2015-12-13 11:01:40.834448","2015-12-13 11:01:48.009518",35,1
345,5,58,46,"2015-12-13 11:02:03.009518","2015-12-13 11:02:07.914359",35,1
346,6,46,34,"2015-12-13 11:02:22.914359","2015-12-13 11:02:28.460863",35,1
347,7,34,22,"2015-12-13 11:02:43.460863","2015-12-13 11:02:47.259260",35,1
348,8,22,10,"2015-12-13 11:03:02.259260","2015-12-13 11:03:05.305605",35,1
349,9,10,4,"2015-12-13 11:03:20.305605","2015-12-13 11:03:22.364751",35,1
350,10,4,-6,"2015-12-13 11:03:37.364751","2015-12-13 11:03:42.958896",35,1
351,1,120,102,"2015-12-13 11:10:35.955372","2015-12-13 11:10:44.315443",36,1
352,2,102,82,"2015-12-13 11:10:59.315443","2015-12-13 11:11:06.737898",36,1
353,3,82,68,"2015-12-13 11:11:21.737898","2015-12-13 11:11:29.953803",36,1
354,4,68,58,"2015-12-13 11:11:44.953803","2015-12-13 11:11:51.359419",36,1
355,5,58,42,"2015-12-13 11:12:06.359419","2015-12-13 11:12:16.502578",36,1
356,6,42,20,"2015-12-13 11:12:31.502578","2015-12-13 11:12:36.877141",36,1
357,7,20,6,"2015-12-13 11:12:51.877141","2015-12-13 11:13:02.590039",36,1
358,8,6,-2,"2015-12-13 11:13:17.590039","2015-12-13 11:13:29.479414",36,1
359,9,-2,-4,"2015-12-13 11:13:44.479414","2015-12-13 11:13:49.410635",36,1
360,10,-4,-6,"2015-12-13 11:14:04.410635","2015-12-13 11:14:14.323867",36,1
361,1,120,106,"2015-12-13 11:18:15.922144","2015-12-13 11:18:30.012539",37,1
362,2,106,86,"2015-12-13 11:18:45.012539","2015-12-13 11:18:55.510660",37,1
363,3,86,70,"2015-12-13 11:19:10.510660","2015-12-13 11:19:16.424338",37,1
364,4,70,56,"2015-12-13 11:19:31.424338","2015-12-13 11:19:45.432088",37,1
365,5,56,48,"2015-12-13 11:20:00.432088","2015-12-13 11:20:08.249364",37,1
366,6,48,40,"2015-12-13 11:20:23.249364","2015-12-13 11:20:27.806201",37,1
367,7,40,30,"2015-12-13 11:20:42.806201","2015-12-13 11:20:57.159568",37,1
368,8,30,18,"2015-12-13 11:21:12.159568","2015-12-13 11:21:20.102440",37,1
369,9,18,0,"2015-12-13 11:21:35.102440","2015-12-13 11:21:38.807836",37,1
370,10,0,-4,"2015-12-13 11:21:53.807836","2015-12-13 11:21:59.265887",37,1
371,1,120,106,"2015-12-13 11:34:03.701788","2015-12-13 11:34:14.623430",38,1
372,2,106,94,"2015-12-13 11:34:29.623430","2015-12-13 11:34:38.026794",38,1
373,3,94,84,"2015-12-13 11:34:53.026794","2015-12-13 11:35:01.524083",38,1
374,4,84,66,"2015-12-13 11:35:16.524083","2015-12-13 11:35:22.855095",38,1
375,5,66,54,"2015-12-13 11:35:37.855095","2015-12-13 11:35:44.533519",38,1
376,6,54,42,"2015-12-13 11:35:59.533519","2015-12-13 11:36:02.404588",38,1
377,7,42,32,"2015-12-13 11:36:17.404588","2015-12-13 11:36:21.617660",38,1
378,8,32,15,"2015-12-13 11:36:36.617660","2015-12-13 11:37:06.730753",38,1
379,9,15,2,"2015-12-13 11:37:21.730753","2015-12-13 11:37:51.833114",38,1
380,10,2,-7,"2015-12-13 11:38:06.833114","2015-12-13 11:38:36.963955",38,1
381,1,120,106,"2015-12-13 11:40:34.084411","2015-12-13 11:40:43.475250",39,1
382,2,106,92,"2015-12-13 11:40:58.475250","2015-12-13 11:41:06.227213",39,1
383,3,92,78,"2015-12-13 11:41:21.227213","2015-12-13 11:41:27.486594",39,1
384,4,78,60,"2015-12-13 11:41:42.486594","2015-12-13 11:41:50.469665",39,1
385,5,60,40,"2015-12-13 11:42:05.469665","2015-12-13 11:42:09.481748",39,1
386,6,40,24,"2015-12-13 11:42:24.481748","2015-12-13 11:42:30.290127",39,1
387,7,24,10,"2015-12-13 11:42:45.290127","2015-12-13 11:42:57.799219",39,1
388,8,10,-2,"2015-12-13 11:43:12.799219","2015-12-13 11:43:20.981727",39,1
389,9,-2,-10,"2015-12-13 11:43:35.981727","2015-12-13 11:43:43.309512",39,1
390,10,-10,-20,"2015-12-13 11:43:58.309512","2015-12-13 11:44:01.417618",39,1
391,1,120,102,"2015-12-13 11:48:30.015949","2015-12-13 11:48:34.812897",40,1
392,2,102,84,"2015-12-13 11:48:49.812897","2015-12-13 11:49:00.027245",40,1
393,3,84,64,"2015-12-13 11:49:15.027245","2015-12-13 11:49:21.566101",40,1
394,4,64,52,"2015-12-13 11:49:36.566101","2015-12-13 11:49:40.498490",40,1
395,5,52,40,"2015-12-13 11:49:55.498490","2015-12-13 11:50:02.754251",40,1
396,6,40,24,"2015-12-13 11:50:17.754251","2015-12-13 11:50:22.357650",40,1
397,7,24,10,"2015-12-13 11:50:37.357650","2015-12-13 11:50:40.745514",40,1
398,8,10,0,"2015-12-13 11:50:55.745514","2015-12-13 11:50:58.540670",40,1
399,9,0,-6,"2015-12-13 11:51:13.540670","2015-12-13 11:51:18.512890",40,1
400,10,-6,-12,"2015-12-13 11:51:33.512890","2015-12-13 11:51:36.044455",40,1
401,1,120,110,"2015-12-13 11:55:15.453878","2015-12-13 11:55:40.788603",41,1
402,2,110,90,"2015-12-13 11:55:55.788603","2015-12-13 11:56:06.960321",41,1
403,3,90,72,"2015-12-13 11:56:21.960321","2015-12-13 11:56:30.684246",41,1
404,4,72,52,"2015-12-13 11:56:45.684246","2015-12-13 11:56:57.072563",41,1
405,5,52,36,"2015-12-13 11:57:12.072563","2015-12-13 11:57:20.124124",41,1
406,6,36,22,"2015-12-13 11:57:35.124124","2015-12-13 11:57:43.983391",41,1
407,7,22,8,"2015-12-13 11:57:58.983391","2015-12-13 11:58:10.857405",41,1
408,8,8,-8,"2015-12-13 11:58:25.857405","2015-12-13 11:58:34.181102",41,1
409,9,-8,-12,"2015-12-13 11:58:49.181102","2015-12-13 11:58:55.600469",41,1
410,10,-12,-16,"2015-12-13 11:59:10.600469","2015-12-13 11:59:14.869932",41,1
411,1,120,108,"2015-12-13 12:04:16.922445","2015-12-13 12:04:37.580716",42,1
412,2,108,96,"2015-12-13 12:04:52.580716","2015-12-13 12:05:09.419801",42,1
413,3,96,90,"2015-12-13 12:05:24.419801","2015-12-13 12:05:34.473140",42,1
414,4,90,82,"2015-12-13 12:05:49.473140","2015-12-13 12:05:56.623999",42,1
415,5,82,72,"2015-12-13 12:06:11.623999","2015-12-13 12:06:36.043441",42,1
416,6,72,58,"2015-12-13 12:06:51.043441","2015-12-13 12:07:01.177329",42,1
417,7,58,46,"2015-12-13 12:07:16.177329","2015-12-13 12:07:27.293280",42,1
418,8,46,26,"2015-12-13 12:07:42.293280","2015-12-13 12:07:54.458883",42,1
419,9,26,10,"2015-12-13 12:08:09.458883","2015-12-13 12:08:22.812099",42,1
420,10,10,-8,"2015-12-13 12:08:37.812099","2015-12-13 12:08:56.242259",42,1
421,1,120,104,"2015-12-13 12:16:46.366773","2015-12-13 12:16:59.763711",43,1
422,2,104,86,"2015-12-13 12:17:14.763711","2015-12-13 12:17:24.089191",43,1
423,3,86,68,"2015-12-13 12:17:39.089191","2015-12-13 12:17:47.439859",43,1
424,4,68,58,"2015-12-13 12:18:02.439859","2015-12-13 12:18:11.860508",43,1
425,5,58,40,"2015-12-13 12:18:26.860508","2015-12-13 12:18:39.309873",43,1
426,6,40,24,"2015-12-13 12:18:54.309873","2015-12-13 12:19:03.815447",43,1
427,7,24,8,"2015-12-13 12:19:18.815447","2015-12-13 12:19:23.882095",43,1
428,8,8,0,"2015-12-13 12:19:38.882095","2015-12-13 12:19:42.846667",43,1
429,9,0,0,"2015-12-13 12:19:57.846667","2015-12-13 12:20:03.502648",43,1
430,10,0,0,"2015-12-13 12:20:18.502648","2015-12-13 12:20:21.010230",43,1
431,1,120,108,"2015-12-13 12:33:00.229992","2015-12-13 12:33:09.177573",44,1
432,2,108,96,"2015-12-13 12:33:24.177573","2015-12-13 12:33:35.226374",44,1
433,3,96,84,"2015-12-13 12:33:50.226374","2015-12-13 12:33:59.962612",44,1
434,4,84,70,"2015-12-13 12:34:14.962612","2015-12-13 12:34:30.431924",44,1
435,5,70,56,"2015-12-13 12:34:45.431924","2015-12-13 12:35:06.782896",44,1
436,6,56,48,"2015-12-13 12:35:21.782896","2015-12-13 12:35:28.594495",44,1
437,7,48,36,"2015-12-13 12:35:43.594495","2015-12-13 12:36:09.261649",44,1
438,8,36,24,"2015-12-13 12:36:24.261649","2015-12-13 12:36:38.234558",44,1
439,9,24,8,"2015-12-13 12:36:53.234558","2015-12-13 12:36:58.737304",44,1
440,10,8,-4,"2015-12-13 12:37:13.737304","2015-12-13 12:37:22.730579",44,1
441,1,120,108,"2015-12-13 12:39:16.123856","2015-12-13 12:39:25.791984",45,1
442,2,108,92,"2015-12-13 12:39:40.791984","2015-12-13 12:39:46.454118",45,1
443,3,92,76,"2015-12-13 12:40:01.454118","2015-12-13 12:40:08.124300",45,1
444,4,76,64,"2015-12-13 12:40:23.124300","2015-12-13 12:40:36.174641",45,1
445,5,64,52,"2015-12-13 12:40:51.174641","2015-12-13 12:40:56.052166",45,1
446,6,52,44,"2015-12-13 12:41:11.052166","2015-12-13 12:41:16.346440",45,1
447,7,44,28,"2015-12-13 12:41:31.346440","2015-12-13 12:41:37.472290",45,1
448,8,28,16,"2015-12-13 12:41:52.472290","2015-12-13 12:41:58.220509",45,1
449,9,16,-6,"2015-12-13 12:42:13.220509","2015-12-13 12:42:20.216180",45,1
450,10,-6,-10,"2015-12-13 12:42:35.216180","2015-12-13 12:42:42.038329",45,1
451,1,120,104,"2015-12-13 12:46:28.800225","2015-12-13 12:46:40.713298",46,1
452,2,104,90,"2015-12-13 12:46:55.713298","2015-12-13 12:47:04.418591",46,1
453,3,90,74,"2015-12-13 12:47:19.418591","2015-12-13 12:47:27.762324",46,1
454,4,74,66,"2015-12-13 12:47:42.762324","2015-12-13 12:47:52.257045",46,1
455,5,66,52,"2015-12-13 12:48:07.257045","2015-12-13 12:48:12.375487",46,1
456,6,52,34,"2015-12-13 12:48:27.375487","2015-12-13 12:48:31.383163",46,1
457,7,34,26,"2015-12-13 12:48:46.383163","2015-12-13 12:48:51.890672",46,1
458,8,26,10,"2015-12-13 12:49:06.890672","2015-12-13 12:49:14.789584",46,1
459,9,10,-2,"2015-12-13 12:49:29.789584","2015-12-13 12:49:36.925719",46,1
460,10,-2,-6,"2015-12-13 12:49:51.925719","2015-12-13 12:49:56.510481",46,1
461,1,120,106,"2015-12-13 12:56:10.608250","2015-12-13 12:56:19.453811",47,1
462,2,106,90,"2015-12-13 12:56:34.453811","2015-12-13 12:56:44.889967",47,1
463,3,90,74,"2015-12-13 12:56:59.889967","2015-12-13 12:57:09.553173",47,1
464,4,74,58,"2015-12-13 12:57:24.553173","2015-12-13 12:57:33.016581",47,1
465,5,58,42,"2015-12-13 12:57:48.016581","2015-12-13 12:57:57.777905",47,1
466,6,42,26,"2015-12-13 12:58:12.777905","2015-12-13 12:58:24.177047",47,1
467,7,26,12,"2015-12-13 12:58:39.177047","2015-12-13 12:58:47.856063",47,1
468,8,12,-4,"2015-12-13 12:59:02.856063","2015-12-13 12:59:11.889313",47,1
469,9,-4,-6,"2015-12-13 12:59:26.889313","2015-12-13 12:59:33.739792",47,1
470,10,-6,-10,"2015-12-13 12:59:48.739792","2015-12-13 12:59:52.711876",47,1
471,1,120,100,"2015-12-13 13:08:34.528672","2015-12-13 13:08:48.385979",48,1
472,2,100,86,"2015-12-13 13:09:03.385979","2015-12-13 13:09:15.268495",48,1
473,3,86,66,"2015-12-13 13:09:30.268495","2015-12-13 13:09:38.218263",48,1
474,4,66,46,"2015-12-13 13:09:53.218263","2015-12-13 13:09:57.942675",48,1
475,5,46,26,"2015-12-13 13:10:12.942675","2015-12-13 13:10:24.926979",48,1
476,6,26,12,"2015-12-13 13:10:39.926979","2015-12-13 13:10:50.682961",48,1
477,7,12,2,"2015-12-13 13:11:05.682961","2015-12-13 13:11:16.991374",48,1
478,8,2,2,"2015-12-13 13:11:31.991374","2015-12-13 13:11:40.118687",48,1
479,9,2,-2,"2015-12-13 13:11:55.118687","2015-12-13 13:11:59.109947",48,1
480,10,-2,-4,"2015-12-13 13:12:14.109947","2015-12-13 13:12:21.254602",48,1
481,1,120,102,"2015-12-13 13:14:42.024365","2015-12-13 13:14:58.334215",49,1
482,2,102,82,"2015-12-13 13:15:13.334215","2015-12-13 13:15:26.177021",49,1
483,3,82,60,"2015-12-13 13:15:41.177021","2015-12-13 13:15:46.741504",49,1
484,4,60,46,"2015-12-13 13:16:01.741504","2015-12-13 13:16:10.004451",49,1
485,5,46,28,"2015-12-13 13:16:25.004451","2015-12-13 13:16:38.101346",49,1
486,6,28,16,"2015-12-13 13:16:53.101346","2015-12-13 13:16:57.174597",49,1
487,7,16,4,"2015-12-13 13:17:12.174597","2015-12-13 13:17:18.016580",49,1
488,8,4,-4,"2015-12-13 13:17:33.016580","2015-12-13 13:17:35.911974",49,1
489,9,-4,-14,"2015-12-13 13:17:50.911974","2015-12-13 13:18:01.017644",49,1
490,10,-14,-22,"2015-12-13 13:18:16.017644","2015-12-13 13:18:22.090073",49,1
491,1,120,102,"2015-12-13 13:17:53.561491","2015-12-13 13:18:20.189731",50,1
492,2,102,80,"2015-12-13 13:18:35.189731","2015-12-13 13:18:43.029920",50,1
493,3,80,62,"2015-12-13 13:18:58.029920","2015-12-13 13:19:08.943175",50,1
494,4,62,42,"2015-12-13 13:19:23.943175","2015-12-13 13:19:43.980976",50,1
495,5,42,30,"2015-12-13 13:19:58.980976","2015-12-13 13:20:03.407230",50,1
496,6,30,18,"2015-12-13 13:20:18.407230","2015-12-13 13:20:24.407119",50,1
497,7,18,8,"2015-12-13 13:20:39.407119","2015-12-13 13:20:50.589224",50,1
498,8,8,-4,"2015-12-13 13:21:05.589224","2015-12-13 13:21:08.721393",50,1
499,9,-4,-8,"2015-12-13 13:21:23.717407","2015-12-13 13:21:27.083532",50,1
500,10,-8,-14,"2015-12-13 13:21:42.083532","2015-12-13 13:21:48.963566",50,1
501,1,120,104,"2015-12-13 14:56:48.094496","2015-12-13 14:57:01.853453",51,1
502,2,104,86,"2015-12-13 14:57:16.853453","2015-12-13 14:57:25.614890",51,1
503,3,86,70,"2015-12-13 14:57:40.614890","2015-12-13 14:57:45.972721",51,1
504,4,70,54,"2015-12-13 14:58:00.972721","2015-12-13 14:58:05.168406",51,1
505,5,54,36,"2015-12-13 14:58:20.168406","2015-12-13 14:58:25.829867",51,1
506,6,36,24,"2015-12-13 14:58:40.829867","2015-12-13 14:58:45.943592",51,1
507,7,24,10,"2015-12-13 14:59:00.943592","2015-12-13 14:59:08.244879",51,1
508,8,10,6,"2015-12-13 14:59:23.244879","2015-12-13 14:59:25.426650",51,1
509,9,6,0,"2015-12-13 14:59:40.426650","2015-12-13 14:59:43.827538",51,1
510,10,0,-2,"2015-12-13 14:59:58.827538","2015-12-13 15:00:01.421011",51,1
511,1,120,108,"2015-12-13 15:08:13.946634","2015-12-13 15:08:29.154632",52,1
512,2,108,96,"2015-12-13 15:08:44.154632","2015-12-13 15:08:55.293539",52,1
513,3,96,88,"2015-12-13 15:09:10.293539","2015-12-13 15:09:20.430990",52,1
514,4,88,72,"2015-12-13 15:09:35.430990","2015-12-13 15:09:41.697767",52,1
515,5,72,56,"2015-12-13 15:09:56.697767","2015-12-13 15:10:07.037992",52,1
516,6,56,44,"2015-12-13 15:10:22.037992","2015-12-13 15:10:25.602620",52,1
517,7,44,32,"2015-12-13 15:10:40.602620","2015-12-13 15:10:50.372653",52,1
518,8,32,12,"2015-12-13 15:11:05.372653","2015-12-13 15:11:10.728702",52,1
519,9,12,6,"2015-12-13 15:11:25.728702","2015-12-13 15:11:32.403857",52,1
520,10,6,-6,"2015-12-13 15:11:47.403857","2015-12-13 15:11:50.594043",52,1
521,1,120,108,"2015-12-13 15:16:48.992152","2015-12-13 15:16:58.580507",53,1
522,2,108,94,"2015-12-13 15:17:13.580507","2015-12-13 15:17:22.908296",53,1
523,3,94,80,"2015-12-13 15:17:37.908296","2015-12-13 15:17:42.733440",53,1
524,4,80,70,"2015-12-13 15:17:57.733440","2015-12-13 15:18:02.103666",53,1
525,5,70,56,"2015-12-13 15:18:17.103666","2015-12-13 15:18:21.834671",53,1
526,6,56,42,"2015-12-13 15:18:36.834671","2015-12-13 15:18:41.104172",53,1
527,7,42,28,"2015-12-13 15:18:56.104172","2015-12-13 15:19:05.206844",53,1
528,8,28,16,"2015-12-13 15:19:20.206844","2015-12-13 15:19:30.578839",53,1
529,9,16,8,"2015-12-13 15:19:45.578839","2015-12-13 15:19:50.826632",53,1
530,10,8,-6,"2015-12-13 15:20:05.826632","2015-12-13 15:20:21.393736",53,1
531,1,120,107,"2015-12-13 15:33:09.722899","2015-12-13 15:33:17.611107",54,1
532,2,107,94,"2015-12-13 15:33:32.611107","2015-12-13 15:33:46.281593",54,1
533,3,94,76,"2015-12-13 15:34:01.281593","2015-12-13 15:34:07.479575",54,1
534,4,76,57,"2015-12-13 15:34:22.479575","2015-12-13 15:34:38.685929",54,1
535,5,57,41,"2015-12-13 15:34:53.685929","2015-12-13 15:35:07.248813",54,1
536,6,41,31,"2015-12-13 15:35:22.248813","2015-12-13 15:35:30.105148",54,1
537,7,31,21,"2015-12-13 15:35:45.105148","2015-12-13 15:35:49.530879",54,1
538,8,21,13,"2015-12-13 15:36:04.530879","2015-12-13 15:36:10.619194",54,1
539,9,13,7,"2015-12-13 15:36:25.619194","2015-12-13 15:36:32.037162",54,1
540,10,7,-1,"2015-12-13 15:36:47.037162","2015-12-13 15:37:07.484517",54,1
