"id","ha_seleccionat","seleccio","temps_seleccio","ronda_id","user_id"
512,1,4,"2015-12-12 12:35:41.886447",86,51
513,1,2,"2015-12-12 12:35:37.241454",86,52
514,1,2,"2015-12-12 12:35:36.494430",86,53
515,1,4,"2015-12-12 12:35:36.963157",86,54
516,1,4,"2015-12-12 12:35:36.910396",86,55
517,1,2,"2015-12-12 12:35:58.487383",87,50
518,1,0,"2015-12-12 12:35:59.155502",87,51
519,1,0,"2015-12-12 12:35:59.970313",87,52
520,1,3,"2015-12-12 12:35:59.659848",87,53
521,1,0,"2015-12-12 12:35:58.640576",87,54
522,1,4,"2015-12-12 12:35:58.920585",87,55
523,1,2,"2015-12-12 12:36:20.943261",88,50
524,1,0,"2015-12-12 12:36:16.171939",88,51
525,1,1,"2015-12-12 12:36:18.149205",88,52
526,1,4,"2015-12-12 12:36:19.105181",88,53
527,1,0,"2015-12-12 12:36:17.245527",88,54
528,1,2,"2015-12-12 12:36:16.613340",88,55
529,1,2,"2015-12-12 12:36:40.422532",89,50
530,1,0,"2015-12-12 12:36:37.476488",89,51
531,1,2,"2015-12-12 12:36:38.468546",89,52
532,1,2,"2015-12-12 12:36:39.067962",89,53
533,1,0,"2015-12-12 12:36:37.692382",89,54
534,1,2,"2015-12-12 12:36:38.505786",89,55
535,1,0,"2015-12-12 12:36:58.124138",90,50
536,1,4,"2015-12-12 12:36:56.836019",90,51
537,1,3,"2015-12-12 12:37:03.815040",90,52
538,1,0,"2015-12-12 12:36:59.185224",90,53
539,1,0,"2015-12-12 12:36:57.043648",90,54
540,1,0,"2015-12-12 12:36:56.968027",90,55
541,1,2,"2015-12-12 12:47:57.149926",91,56
542,1,2,"2015-12-12 12:47:56.291200",91,57
543,1,3,"2015-12-12 12:47:56.135054",91,58
544,1,4,"2015-12-12 12:47:59.022223",91,59
545,1,0,"2015-12-12 12:47:57.131329",91,60
546,1,4,"2015-12-12 12:47:58.589885",91,62
547,1,3,"2015-12-12 12:48:19.754330",92,56
548,1,4,"2015-12-12 12:48:16.216646",92,57
549,1,2,"2015-12-12 12:48:18.972867",92,58
550,1,4,"2015-12-12 12:48:15.934274",92,59
551,1,1,"2015-12-12 12:48:17.130438",92,60
552,1,2,"2015-12-12 12:48:24.977726",92,62
553,1,4,"2015-12-12 12:48:42.984663",93,56
554,1,2,"2015-12-12 12:48:42.232401",93,57
555,1,3,"2015-12-12 12:48:46.296298",93,58
556,1,4,"2015-12-12 12:48:42.900508",93,59
557,1,0,"2015-12-12 12:48:41.332113",93,60
558,1,1,"2015-12-12 12:48:49.981426",93,62
559,1,3,"2015-12-12 12:49:13.738277",94,56
560,1,1,"2015-12-12 12:49:07.681111",94,57
561,1,0,"2015-12-12 12:49:09.402750",94,58
562,1,4,"2015-12-12 12:49:07.546982",94,59
563,1,1,"2015-12-12 12:49:08.143012",94,60
564,1,3,"2015-12-12 12:49:12.411073",94,62
565,1,2,"2015-12-12 12:49:41.151425",95,56
566,1,1,"2015-12-12 12:49:30.366900",95,57
567,1,4,"2015-12-12 12:49:31.252246",95,58
568,1,4,"2015-12-12 12:49:31.149784",95,59
569,1,0,"2015-12-12 12:49:36.403969",95,60
570,1,0,"2015-12-12 12:49:37.460463",95,62
571,1,3,"2015-12-12 12:50:02.317395",96,56
572,1,2,"2015-12-12 12:49:57.912707",96,57
573,1,1,"2015-12-12 12:49:58.727534",96,58
574,1,0,"2015-12-12 12:49:57.785616",96,59
575,1,1,"2015-12-12 12:49:59.133164",96,60
576,1,2,"2015-12-12 12:50:01.576974",96,62
577,1,3,"2015-12-12 12:50:23.131516",97,56
578,1,1,"2015-12-12 12:50:20.240159",97,57
579,1,2,"2015-12-12 12:50:19.335947",97,58
580,1,4,"2015-12-12 12:50:19.303347",97,59
581,1,0,"2015-12-12 12:50:19.353706",97,60
582,1,0,"2015-12-12 12:50:23.970245",97,62
583,1,2,"2015-12-12 12:50:47.925065",98,56
584,1,2,"2015-12-12 12:50:41.952174",98,57
585,1,4,"2015-12-12 12:50:40.507392",98,58
586,1,4,"2015-12-12 12:50:41.508618",98,59
587,1,3,"2015-12-12 12:50:41.482254",98,60
588,1,1,"2015-12-12 12:50:42.470992",98,62
589,1,4,"2015-12-12 12:51:07.815533",99,56
590,1,1,"2015-12-12 12:51:06.544235",99,57
591,1,1,"2015-12-12 12:51:05.803544",99,58
592,1,4,"2015-12-12 12:51:04.113802",99,59
593,1,4,"2015-12-12 12:51:06.571347",99,60
594,1,1,"2015-12-12 12:51:08.736636",99,62
595,1,2,"2015-12-12 12:51:37.461356",100,56
596,1,0,"2015-12-12 12:51:26.103894",100,57
597,1,0,"2015-12-12 12:51:25.662393",100,58
598,1,4,"2015-12-12 12:51:25.827918",100,59
599,1,0,"2015-12-12 12:51:26.427609",100,60
600,1,0,"2015-12-12 12:51:32.098531",100,62
601,1,3,"2015-12-12 13:01:35.398067",101,61
602,1,2,"2015-12-12 13:01:33.428825",101,63
603,1,2,"2015-12-12 13:01:32.611359",101,64
604,1,2,"2015-12-12 13:01:32.259316",101,65
605,1,2,"2015-12-12 13:01:46.618699",101,66
606,1,2,"2015-12-12 13:01:38.015340",101,67
607,1,2,"2015-12-12 13:02:04.677286",102,61
608,1,2,"2015-12-12 13:02:06.749178",102,63
609,1,4,"2015-12-12 13:02:04.038729",102,64
610,1,3,"2015-12-12 13:02:04.026630",102,65
611,1,3,"2015-12-12 13:02:06.695632",102,66
612,1,3,"2015-12-12 13:02:11.696922",102,67
613,1,2,"2015-12-12 13:02:33.826177",103,61
614,1,2,"2015-12-12 13:02:29.261559",103,63
615,1,2,"2015-12-12 13:02:29.755586",103,64
616,1,2,"2015-12-12 13:02:29.006339",103,65
617,1,4,"2015-12-12 13:02:31.287824",103,66
618,1,4,"2015-12-12 13:02:30.194475",103,67
619,1,1,"2015-12-12 13:02:53.095648",104,61
620,1,2,"2015-12-12 13:02:51.061587",104,63
621,1,3,"2015-12-12 13:02:50.362460",104,64
622,1,4,"2015-12-12 13:02:50.587740",104,65
623,1,3,"2015-12-12 13:02:51.119762",104,66
624,1,3,"2015-12-12 13:02:57.206762",104,67
625,1,2,"2015-12-12 13:03:17.576701",105,61
626,1,2,"2015-12-12 13:03:16.658037",105,63
627,1,1,"2015-12-12 13:03:16.058047",105,64
628,1,2,"2015-12-12 13:03:14.217345",105,65
629,1,3,"2015-12-12 13:03:14.050010",105,66
630,1,4,"2015-12-12 13:03:18.121484",105,67
631,1,3,"2015-12-12 13:03:37.191858",106,61
632,1,2,"2015-12-12 13:03:36.674696",106,63
633,1,2,"2015-12-12 13:03:40.543756",106,64
634,1,2,"2015-12-12 13:03:36.537295",106,65
635,1,2,"2015-12-12 13:03:35.984097",106,66
636,1,3,"2015-12-12 13:03:35.876956",106,67
637,1,0,"2015-12-12 13:03:57.732627",107,61
638,1,2,"2015-12-12 13:03:58.055516",107,63
639,1,1,"2015-12-12 13:03:58.954730",107,64
640,1,3,"2015-12-12 13:03:58.753429",107,65
641,1,2,"2015-12-12 13:03:59.695327",107,66
642,1,4,"2015-12-12 13:04:00.027172",107,67
643,1,3,"2015-12-12 13:04:21.000843",108,61
644,1,1,"2015-12-12 13:04:17.090930",108,63
645,1,4,"2015-12-12 13:04:15.835885",108,64
646,1,2,"2015-12-12 13:04:17.157873",108,65
647,1,1,"2015-12-12 13:04:20.029817",108,66
648,1,4,"2015-12-12 13:04:19.086742",108,67
649,1,1,"2015-12-12 13:04:38.394977",109,61
650,1,0,"2015-12-12 13:04:38.715522",109,63
651,1,0,"2015-12-12 13:04:37.448784",109,64
652,1,1,"2015-12-12 13:04:37.423820",109,65
653,1,0,"2015-12-12 13:04:42.245942",109,66
654,1,3,"2015-12-12 13:04:42.356251",109,67
655,1,0,"2015-12-12 13:04:59.149802",110,61
656,1,0,"2015-12-12 13:04:58.851447",110,63
657,1,0,"2015-12-12 13:04:58.877030",110,64
658,1,0,"2015-12-12 13:05:02.841433",110,65
659,1,0,"2015-12-12 13:05:00.029244",110,66
660,1,1,"2015-12-12 13:05:02.980835",110,67
661,1,2,"2015-12-12 13:12:33.026457",111,68
662,1,2,"2015-12-12 13:12:31.462838",111,69
663,1,4,"2015-12-12 13:12:40.375866",111,70
664,1,4,"2015-12-12 13:12:28.740283",111,71
665,1,4,"2015-12-12 13:12:34.479153",111,72
666,1,3,"2015-12-12 13:12:31.974311",111,73
667,1,2,"2015-12-12 13:13:06.190610",112,68
668,1,3,"2015-12-12 13:12:59.785547",112,69
669,1,4,"2015-12-12 13:12:57.583682",112,70
670,1,4,"2015-12-12 13:12:56.692849",112,71
671,1,4,"2015-12-12 13:12:59.287079",112,72
672,1,3,"2015-12-12 13:13:01.274781",112,73
673,1,2,"2015-12-12 13:13:30.581459",113,68
674,1,4,"2015-12-12 13:13:23.138552",113,69
675,1,4,"2015-12-12 13:13:23.654635",113,70
676,1,4,"2015-12-12 13:13:22.480220",113,71
677,1,4,"2015-12-12 13:13:23.360156",113,72
678,1,2,"2015-12-12 13:13:23.497816",113,73
679,1,1,"2015-12-12 13:13:48.768270",114,68
680,1,2,"2015-12-12 13:13:49.213217",114,69
681,1,4,"2015-12-12 13:13:48.012627",114,70
682,1,4,"2015-12-12 13:13:47.189529",114,71
683,1,4,"2015-12-12 13:13:46.944081",114,72
684,1,2,"2015-12-12 13:13:50.597309",114,73
685,1,3,"2015-12-12 13:14:08.229414",115,68
686,1,1,"2015-12-12 13:14:08.566342",115,69
687,1,4,"2015-12-12 13:14:10.112660",115,70
688,1,4,"2015-12-12 13:14:07.497898",115,71
689,1,4,"2015-12-12 13:14:08.831682",115,72
690,1,2,"2015-12-12 13:14:08.281543",115,73
691,1,2,"2015-12-12 13:14:28.845190",116,68
692,1,2,"2015-12-12 13:14:27.771265",116,69
693,1,3,"2015-12-12 13:14:27.098836",116,70
694,1,4,"2015-12-12 13:14:27.640896",116,71
695,1,4,"2015-12-12 13:14:33.795022",116,72
696,1,2,"2015-12-12 13:14:29.111413",116,73
697,1,2,"2015-12-12 13:14:51.103361",117,68
698,1,2,"2015-12-12 13:14:51.834779",117,69
699,1,4,"2015-12-12 13:14:49.964217",117,70
700,1,0,"2015-12-12 13:14:51.810167",117,71
701,1,4,"2015-12-12 13:14:51.603369",117,72
702,1,1,"2015-12-12 13:14:52.435009",117,73
703,1,0,"2015-12-12 13:15:11.043934",118,68
704,1,0,"2015-12-12 13:15:10.478141",118,69
705,1,4,"2015-12-12 13:15:09.857576",118,70
706,1,0,"2015-12-12 13:15:08.902416",118,71
707,1,0,"2015-12-12 13:15:09.484280",118,72
708,1,0,"2015-12-12 13:15:10.290704",118,73
709,1,1,"2015-12-12 13:15:29.922665",119,68
710,1,0,"2015-12-12 13:15:28.172373",119,69
711,1,0,"2015-12-12 13:15:27.400734",119,70
712,1,0,"2015-12-12 13:15:27.145215",119,71
713,1,0,"2015-12-12 13:15:27.596705",119,72
714,1,0,"2015-12-12 13:15:27.831674",119,73
715,1,0,"2015-12-12 13:15:47.081406",120,68
716,1,0,"2015-12-12 13:15:47.160154",120,69
717,1,4,"2015-12-12 13:15:47.180733",120,70
718,1,0,"2015-12-12 13:15:46.080419",120,71
719,1,0,"2015-12-12 13:15:46.895115",120,72
720,1,0,"2015-12-12 13:15:46.452057",120,73
721,1,2,"2015-12-12 15:30:04.750251",121,74
722,1,4,"2015-12-12 15:30:03.542732",121,75
723,1,3,"2015-12-12 15:30:06.025342",121,76
724,1,2,"2015-12-12 15:30:07.121396",121,77
725,1,4,"2015-12-12 15:30:03.929538",121,78
726,1,2,"2015-12-12 15:30:03.957261",121,79
727,1,3,"2015-12-12 15:30:24.056192",122,74
728,1,4,"2015-12-12 15:30:24.141574",122,75
729,1,4,"2015-12-12 15:30:25.270429",122,76
730,1,2,"2015-12-12 15:30:26.438866",122,77
731,1,4,"2015-12-12 15:30:30.811119",122,78
732,1,4,"2015-12-12 15:30:23.825261",122,79
733,1,4,"2015-12-12 15:30:47.109401",123,74
734,1,4,"2015-12-12 15:30:47.447054",123,75
735,1,2,"2015-12-12 15:30:47.037747",123,76
736,1,4,"2015-12-12 15:30:47.223929",123,77
737,1,2,"2015-12-12 15:30:50.625062",123,78
738,1,3,"2015-12-12 15:30:48.176417",123,79
739,1,4,"2015-12-12 15:31:07.363202",124,74
740,1,4,"2015-12-12 15:31:07.200678",124,75
741,1,3,"2015-12-12 15:31:07.338524",124,76
742,1,4,"2015-12-12 15:31:08.655877",124,77
743,1,3,"2015-12-12 15:31:09.668658",124,78
744,1,4,"2015-12-12 15:31:07.492238",124,79
745,1,2,"2015-12-12 15:31:26.611019",125,74
746,1,4,"2015-12-12 15:31:26.132834",125,75
747,1,3,"2015-12-12 15:31:26.584661",125,76
748,1,3,"2015-12-12 15:31:27.923254",125,77
749,1,4,"2015-12-12 15:31:28.550412",125,78
750,1,2,"2015-12-12 15:31:27.313380",125,79
751,1,3,"2015-12-12 15:31:47.873453",126,74
752,1,0,"2015-12-12 15:31:45.616737",126,75
753,1,0,"2015-12-12 15:31:45.156005",126,76
754,1,4,"2015-12-12 15:31:46.772744",126,77
755,1,3,"2015-12-12 15:31:46.331279",126,78
756,1,3,"2015-12-12 15:31:45.554056",126,79
757,1,1,"2015-12-12 15:32:05.324660",127,74
758,1,0,"2015-12-12 15:32:04.144036",127,75
759,1,0,"2015-12-12 15:32:04.284602",127,76
760,1,4,"2015-12-12 15:32:03.878600",127,77
761,1,2,"2015-12-12 15:32:05.924047",127,78
762,1,1,"2015-12-12 15:32:04.767045",127,79
763,1,0,"2015-12-12 15:32:23.584458",128,74
764,1,0,"2015-12-12 15:32:22.789838",128,75
765,1,0,"2015-12-12 15:32:22.174608",128,76
766,1,2,"2015-12-12 15:32:22.805839",128,77
767,1,0,"2015-12-12 15:32:23.471403",128,78
768,1,0,"2015-12-12 15:32:23.024240",128,79
769,1,0,"2015-12-12 15:32:42.778777",129,74
770,1,0,"2015-12-12 15:32:40.106807",129,75
771,1,0,"2015-12-12 15:32:40.674851",129,76
772,1,4,"2015-12-12 15:32:39.869374",129,77
773,1,0,"2015-12-12 15:32:42.283844",129,78
774,1,0,"2015-12-12 15:32:40.450749",129,79
775,1,1,"2015-12-12 15:32:59.518961",130,74
776,1,0,"2015-12-12 15:32:59.106159",130,75
777,1,0,"2015-12-12 15:33:02.063778",130,76
778,1,4,"2015-12-12 15:33:00.740418",130,77
779,1,0,"2015-12-12 15:33:01.323105",130,78
780,1,0,"2015-12-12 15:32:59.517577",130,79
781,1,3,"2015-12-12 15:39:35.564047",131,80
782,1,2,"2015-12-12 15:39:36.200366",131,81
783,1,3,"2015-12-12 15:39:37.250309",131,82
784,1,2,"2015-12-12 15:39:38.825762",131,83
785,1,1,"2015-12-12 15:39:37.597456",131,85
786,1,3,"2015-12-12 15:39:40.920888",131,87
787,1,3,"2015-12-12 15:40:02.223639",132,80
788,1,2,"2015-12-12 15:40:03.365102",132,81
789,1,2,"2015-12-12 15:40:00.608615",132,82
790,1,1,"2015-12-12 15:39:59.525456",132,83
791,1,2,"2015-12-12 15:40:06.795703",132,85
792,1,2,"2015-12-12 15:40:04.308540",132,87
793,1,4,"2015-12-12 15:40:25.345504",133,80
794,1,1,"2015-12-12 15:40:25.813051",133,81
795,1,4,"2015-12-12 15:40:25.165451",133,82
796,1,1,"2015-12-12 15:40:24.404650",133,83
797,1,0,"2015-12-12 15:40:25.791664",133,85
798,1,1,"2015-12-12 15:40:29.336202",133,87
799,1,3,"2015-12-12 15:40:46.747285",134,80
800,1,1,"2015-12-12 15:40:50.025103",134,81
801,1,1,"2015-12-12 15:40:47.429657",134,82
802,1,4,"2015-12-12 15:40:46.384597",134,83
803,1,3,"2015-12-12 15:40:46.832818",134,85
804,1,4,"2015-12-12 15:40:48.149614",134,87
805,1,3,"2015-12-12 15:41:07.176085",135,80
806,1,2,"2015-12-12 15:41:07.987517",135,81
807,1,3,"2015-12-12 15:41:11.565013",135,82
808,1,1,"2015-12-12 15:41:07.302156",135,83
809,1,4,"2015-12-12 15:41:09.846259",135,85
810,1,1,"2015-12-12 15:41:26.519769",135,87
811,1,3,"2015-12-12 15:41:45.807734",136,80
812,1,0,"2015-12-12 15:41:43.968512",136,81
813,1,1,"2015-12-12 15:41:46.688779",136,82
814,1,4,"2015-12-12 15:41:42.800300",136,83
815,1,4,"2015-12-12 15:41:44.217035",136,85
816,1,1,"2015-12-12 15:41:46.327521",136,87
817,1,3,"2015-12-12 15:42:04.316527",137,80
818,1,0,"2015-12-12 15:42:04.336872",137,81
819,1,0,"2015-12-12 15:42:04.124870",137,82
820,1,4,"2015-12-12 15:42:03.148694",137,83
821,1,4,"2015-12-12 15:42:03.327845",137,85
822,1,3,"2015-12-12 15:42:07.568292",137,87
823,1,3,"2015-12-12 15:42:24.891211",138,80
824,1,0,"2015-12-12 15:42:24.536585",138,81
825,1,3,"2015-12-12 15:42:24.797930",138,82
826,1,4,"2015-12-12 15:42:23.658033",138,83
827,1,4,"2015-12-12 15:42:24.565320",138,85
828,1,2,"2015-12-12 15:42:29.878379",138,87
829,1,0,"2015-12-12 15:42:45.995204",139,80
830,1,1,"2015-12-12 15:42:51.032177",139,81
831,1,0,"2015-12-12 15:42:46.139804",139,82
832,1,4,"2015-12-12 15:42:46.039247",139,83
833,1,3,"2015-12-12 15:42:50.602829",139,85
834,1,1,"2015-12-12 15:42:49.361911",139,87
835,1,1,"2015-12-12 15:43:07.853502",140,80
836,1,0,"2015-12-12 15:43:08.394041",140,81
837,1,1,"2015-12-12 15:43:07.535244",140,82
838,1,4,"2015-12-12 15:43:07.360455",140,83
839,1,1,"2015-12-12 15:43:07.644668",140,85
840,1,0,"2015-12-12 15:43:08.644889",140,87
841,1,4,"2015-12-12 15:42:45.656716",141,84
842,1,1,"2015-12-12 15:43:03.408525",141,86
843,1,4,"2015-12-12 15:42:48.609919",141,89
844,1,3,"2015-12-12 15:42:50.383877",141,90
845,1,0,"2015-12-12 15:42:43.863520",141,91
846,1,2,"2015-12-12 15:42:44.413029",141,93
847,1,4,"2015-12-12 15:43:21.987271",142,84
848,1,4,"2015-12-12 15:43:21.285069",142,86
849,1,4,"2015-12-12 15:43:25.993473",142,89
850,1,2,"2015-12-12 15:43:27.921599",142,90
851,1,2,"2015-12-12 15:43:26.573054",142,91
852,1,3,"2015-12-12 15:43:20.085919",142,93
853,1,2,"2015-12-12 15:43:46.062213",143,84
854,1,3,"2015-12-12 15:43:45.345808",143,86
855,1,4,"2015-12-12 15:43:52.207231",143,89
856,1,3,"2015-12-12 15:43:46.131327",143,90
857,1,3,"2015-12-12 15:43:47.281797",143,91
858,1,3,"2015-12-12 15:43:44.392886",143,93
859,1,3,"2015-12-12 15:44:08.301319",144,84
860,1,2,"2015-12-12 15:44:09.496371",144,86
861,1,0,"2015-12-12 15:44:12.926002",144,89
862,1,2,"2015-12-12 15:44:10.061772",144,90
863,1,1,"2015-12-12 15:44:08.698398",144,91
864,1,0,"2015-12-12 15:44:09.012845",144,93
865,1,4,"2015-12-12 15:44:29.716283",145,84
866,1,2,"2015-12-12 15:44:30.198786",145,86
867,1,0,"2015-12-12 15:44:34.886112",145,89
868,1,3,"2015-12-12 15:44:30.586893",145,90
869,1,1,"2015-12-12 15:44:30.376812",145,91
870,1,4,"2015-12-12 15:44:29.265346",145,93
871,1,3,"2015-12-12 15:44:53.132450",146,84
872,1,2,"2015-12-12 15:44:53.971265",146,86
873,1,2,"2015-12-12 15:44:58.071298",146,89
874,1,4,"2015-12-12 15:44:51.976665",146,90
875,1,0,"2015-12-12 15:44:52.049959",146,91
876,1,2,"2015-12-12 15:44:51.919549",146,93
877,1,1,"2015-12-12 15:45:15.078915",147,84
878,1,3,"2015-12-12 15:45:15.618631",147,86
879,1,0,"2015-12-12 15:45:16.557966",147,89
880,1,3,"2015-12-12 15:45:14.999868",147,90
881,1,0,"2015-12-12 15:45:15.639304",147,91
882,1,2,"2015-12-12 15:45:15.024736",147,93
883,1,1,"2015-12-12 15:45:33.281339",148,84
884,1,4,"2015-12-12 15:45:33.053024",148,86
885,1,0,"2015-12-12 15:45:37.513817",148,89
886,1,3,"2015-12-12 15:45:37.377616",148,90
887,1,1,"2015-12-12 15:45:34.730047",148,91
888,1,2,"2015-12-12 15:45:33.741330",148,93
889,1,2,"2015-12-12 15:45:56.800090",149,84
890,1,4,"2015-12-12 15:45:53.758492",149,86
891,1,1,"2015-12-12 15:45:55.643924",149,89
892,1,0,"2015-12-12 15:45:54.034097",149,90
893,1,3,"2015-12-12 15:45:56.321120",149,91
894,1,1,"2015-12-12 15:45:53.989244",149,93
895,1,0,"2015-12-12 15:46:14.112445",150,84
896,1,4,"2015-12-12 15:46:13.323484",150,86
897,1,1,"2015-12-12 15:46:14.942823",150,89
898,1,0,"2015-12-12 15:46:12.849367",150,90
899,1,0,"2015-12-12 15:46:12.970092",150,91
900,1,0,"2015-12-12 15:46:13.087075",150,93
901,1,2,"2015-12-12 15:47:21.782808",151,88
902,1,2,"2015-12-12 15:47:18.382293",151,92
903,1,3,"2015-12-12 15:47:20.068437",151,94
904,1,1,"2015-12-12 15:47:15.755914",151,95
905,1,2,"2015-12-12 15:47:11.554116",151,96
906,1,0,"2015-12-12 15:47:14.819883",151,97
907,1,4,"2015-12-12 15:47:41.063325",152,88
908,1,3,"2015-12-12 15:47:40.335499",152,92
909,1,3,"2015-12-12 15:47:40.376537",152,94
910,1,2,"2015-12-12 15:47:39.232681",152,95
911,1,2,"2015-12-12 15:47:38.254400",152,96
912,1,1,"2015-12-12 15:47:47.328158",152,97
913,1,2,"2015-12-12 15:48:06.836799",153,88
914,1,1,"2015-12-12 15:48:04.208860",153,92
915,1,3,"2015-12-12 15:48:04.878640",153,94
916,1,2,"2015-12-12 15:48:05.017536",153,95
917,1,2,"2015-12-12 15:48:04.166422",153,96
918,1,4,"2015-12-12 15:48:06.906216",153,97
919,1,3,"2015-12-12 15:48:26.500299",154,88
920,1,0,"2015-12-12 15:48:23.988699",154,92
921,1,3,"2015-12-12 15:48:23.916555",154,94
922,1,1,"2015-12-12 15:48:24.260482",154,95
923,1,2,"2015-12-12 15:48:23.015432",154,96
924,1,0,"2015-12-12 15:48:29.132466",154,97
925,1,3,"2015-12-12 15:48:46.557934",155,88
926,1,0,"2015-12-12 15:48:45.815985",155,92
927,1,2,"2015-12-12 15:48:47.200640",155,94
928,1,1,"2015-12-12 15:48:46.814672",155,95
929,1,2,"2015-12-12 15:48:46.124318",155,96
930,1,2,"2015-12-12 15:48:51.991014",155,97
931,1,4,"2015-12-12 15:49:09.173572",156,88
932,1,1,"2015-12-12 15:49:09.090506",156,92
933,1,4,"2015-12-12 15:49:11.363605",156,94
934,1,2,"2015-12-12 15:49:09.803180",156,95
935,1,2,"2015-12-12 15:49:08.693052",156,96
936,1,3,"2015-12-12 15:49:11.391567",156,97
937,1,4,"2015-12-12 15:49:30.168061",157,88
938,1,0,"2015-12-12 15:49:28.558354",157,92
939,1,3,"2015-12-12 15:49:31.733475",157,94
940,1,0,"2015-12-12 15:49:28.702998",157,95
941,1,2,"2015-12-12 15:49:27.836187",157,96
942,1,0,"2015-12-12 15:49:34.810802",157,97
943,1,4,"2015-12-12 15:49:52.268256",158,88
944,1,4,"2015-12-12 15:49:51.549584",158,92
945,1,3,"2015-12-12 15:49:52.007086",158,94
946,1,3,"2015-12-12 15:49:52.393302",158,95
947,1,2,"2015-12-12 15:49:51.574751",158,96
948,1,2,"2015-12-12 15:49:53.605145",158,97
949,1,4,"2015-12-12 15:50:11.581205",159,88
950,1,2,"2015-12-12 15:50:10.752993",159,92
951,1,3,"2015-12-12 15:50:33.798852",159,94
952,1,2,"2015-12-12 15:50:11.852235",159,95
953,1,2,"2015-12-12 15:50:10.112281",159,96
954,1,1,"2015-12-12 15:50:15.912565",159,97
955,1,3,"2015-12-12 15:50:55.286791",160,88
956,1,2,"2015-12-12 15:50:50.724989",160,92
957,1,2,"2015-12-12 15:50:51.858491",160,94
958,1,1,"2015-12-12 15:50:50.505163",160,95
959,1,2,"2015-12-12 15:50:50.592220",160,96
960,1,1,"2015-12-12 15:50:55.445391",160,97
961,1,4,"2015-12-12 15:54:05.823938",161,98
962,1,4,"2015-12-12 15:54:13.796801",161,99
963,1,4,"2015-12-12 15:54:11.672655",161,100
964,1,2,"2015-12-12 15:54:08.737804",161,101
965,1,2,"2015-12-12 15:54:06.746396",161,102
966,1,3,"2015-12-12 15:54:07.812631",161,104
967,1,2,"2015-12-12 15:54:34.119221",162,98
968,1,4,"2015-12-12 15:54:37.192876",162,99
969,1,2,"2015-12-12 15:54:36.988577",162,100
970,1,2,"2015-12-12 15:54:35.638297",162,101
971,1,3,"2015-12-12 15:54:33.587621",162,102
972,1,2,"2015-12-12 15:54:31.345618",162,104
973,1,0,"2015-12-12 15:54:54.435408",163,98
974,1,2,"2015-12-12 15:54:57.329105",163,99
975,1,4,"2015-12-12 15:54:55.223079",163,100
976,1,3,"2015-12-12 15:54:58.880874",163,101
977,1,2,"2015-12-12 15:54:54.604145",163,102
978,1,4,"2015-12-12 15:54:56.949825",163,104
979,1,0,"2015-12-12 15:55:15.433202",164,98
980,1,2,"2015-12-12 15:55:21.891951",164,99
981,1,2,"2015-12-12 15:55:21.563773",164,100
982,1,1,"2015-12-12 15:55:17.658438",164,101
983,1,2,"2015-12-12 15:55:17.196333",164,102
984,1,3,"2015-12-12 15:55:20.951674",164,104
985,1,0,"2015-12-12 15:55:38.611347",165,98
986,1,3,"2015-12-12 15:55:40.881605",165,99
987,1,3,"2015-12-12 15:55:42.161179",165,100
988,1,2,"2015-12-12 15:55:40.236712",165,101
989,1,3,"2015-12-12 15:55:40.644791",165,102
990,1,2,"2015-12-12 15:55:41.950977",165,104
991,1,0,"2015-12-12 15:55:59.194720",166,98
992,1,4,"2015-12-12 15:55:59.269256",166,99
993,1,0,"2015-12-12 15:56:01.296716",166,100
994,1,3,"2015-12-12 15:56:01.000054",166,101
995,1,2,"2015-12-12 15:55:59.664926",166,102
996,1,1,"2015-12-12 15:55:59.186594",166,104
997,1,0,"2015-12-12 15:56:17.788781",167,98
998,1,4,"2015-12-12 15:56:18.733824",167,99
999,1,4,"2015-12-12 15:56:19.295889",167,100
1000,1,3,"2015-12-12 15:56:19.694317",167,101
1001,1,4,"2015-12-12 15:56:18.078240",167,102
1002,1,3,"2015-12-12 15:56:19.033233",167,104
1003,1,0,"2015-12-12 15:56:36.500906",168,98
1004,1,2,"2015-12-12 15:56:36.476503",168,99
1005,1,2,"2015-12-12 15:56:36.332132",168,100
1006,1,2,"2015-12-12 15:56:39.138279",168,101
1007,1,2,"2015-12-12 15:56:38.231705",168,102
1008,1,2,"2015-12-12 15:56:38.871536",168,104
1009,1,0,"2015-12-12 15:56:55.708434",169,98
1010,1,4,"2015-12-12 15:56:56.367643",169,99
1011,1,4,"2015-12-12 15:56:55.730537",169,100
1012,1,2,"2015-12-12 15:57:00.240881",169,101
1013,1,3,"2015-12-12 15:56:55.611204",169,102
1014,1,0,"2015-12-12 15:56:56.776221",169,104
1015,1,0,"2015-12-12 15:57:17.088231",170,98
1016,1,2,"2015-12-12 15:57:17.938310",170,99
1017,1,0,"2015-12-12 15:57:18.592736",170,100
1018,1,0,"2015-12-12 15:57:22.050502",170,101
1019,1,2,"2015-12-12 15:57:22.717779",170,102
1020,1,0,"2015-12-12 15:57:17.528128",170,104
1021,1,3,"2015-12-12 16:09:37.770960",171,103
1022,1,3,"2015-12-12 16:09:35.961910",171,105
1023,1,2,"2015-12-12 16:09:43.869857",171,106
1024,1,1,"2015-12-12 16:09:42.098840",171,107
1025,1,4,"2015-12-12 16:09:39.633657",171,108
1026,1,2,"2015-12-12 16:09:42.412732",171,109
1027,1,4,"2015-12-12 16:10:03.413702",172,103
